customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01438,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,106.19,1802.81,Yes
CUST-01439,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),73.16,5139.64,No
CUST-01440,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),98.03,5510.12,No
CUST-01441,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,61.71,3524.99,Yes
CUST-01442,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,37.95,2685.09,No
CUST-01443,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,103.11,359.93,Yes
CUST-01444,Female,0,No,Yes,69,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,121.75,8372.24,No
CUST-01445,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),60.36,558.87,No
CUST-01446,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.41,983.36,Yes
CUST-01447,Male,0,Yes,Yes,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),31.68,475.12,No
CUST-01448,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),125.0,1133.04,Yes
CUST-01449,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.98,444.09,Yes
CUST-01450,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.69,838.31,Yes
CUST-01451,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,74.57,2652.08,No
CUST-01452,Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),67.26,1834.34,No
CUST-01453,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),39.36,1022.13,Yes
CUST-01454,Female,0,No,No,13,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.4,642.1,No
CUST-01455,Male,0,Yes,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),82.5,5908.15,Yes
CUST-01456,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),81.46,1976.95,No
CUST-01457,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,116.5,4027.48,Yes
CUST-01458,Female,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),72.1,741.82,No
CUST-01459,Female,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),125.0,1979.99,No
CUST-01460,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),101.43,1684.65,Yes
CUST-01461,Male,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,102.61,7078.62,No
CUST-01462,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.92,628.05,No
CUST-01463,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),117.64,4403.01,Yes
CUST-01464,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,101.67,4018.08,No
CUST-01465,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,125.0,760.44,Yes
CUST-01466,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,32.27,800.67,Yes
CUST-01467,Male,1,No,Yes,6,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),18.25,110.21,Yes
CUST-01468,Female,0,No,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.78,968.39,No
CUST-01469,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),106.62,5189.41,No
CUST-01470,Female,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.62,4183.84,No
CUST-01471,Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.33,3120.37,Yes
CUST-01472,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),125.0,1946.53,Yes
CUST-01473,Female,0,No,No,45,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),66.12,2970.41,Yes
CUST-01474,Female,0,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.0,4818.34,No
CUST-01475,Male,0,No,No,62,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,83.67,5154.18,No
CUST-01476,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,40.13,516.87,No
CUST-01477,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),70.59,3562.72,No
CUST-01478,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.19,939.91,No
CUST-01479,Female,0,Yes,No,63,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.36,5499.9,No
CUST-01480,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),75.83,2598.32,No
CUST-01481,Female,0,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,66.63,3512.17,No
CUST-01482,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),63.61,2470.31,Yes
CUST-01483,Female,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,82.19,3965.61,No
CUST-01484,Female,0,No,No,68,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,114.24,7733.44,No
CUST-01485,Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,58.3,593.97,Yes
CUST-01486,Male,0,No,No,66,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.3,4696.09,No
CUST-01487,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,93.84,3206.4,Yes
CUST-01488,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.1,927.99,Yes
CUST-01489,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,117.62,3758.64,No
CUST-01490,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,170.48,No
CUST-01491,Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),66.53,2599.71,No
CUST-01492,Female,0,Yes,Yes,35,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),67.62,2405.98,No
CUST-01493,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),101.0,3012.47,No
CUST-01494,Female,0,Yes,No,32,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),63.61,2089.6,No
CUST-01495,Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,73.25,3245.53,No
CUST-01496,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,81.63,4887.45,No
CUST-01497,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,75.71,2323.53,No
CUST-01498,Male,0,No,Yes,2,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,123.78,208.45,Yes
CUST-01499,Female,1,No,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,3956.86,No
CUST-01500,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),65.73,4577.21,No
CUST-01501,Male,1,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.23,2779.16,No
CUST-01502,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.14,294.21,Yes
CUST-01503,Female,0,No,Yes,65,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),53.39,3513.38,No
CUST-01504,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56.98,1703.75,Yes
CUST-01505,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.06,2872.06,No
CUST-01506,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.01,2550.57,No
CUST-01507,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.58,2792.0,No
CUST-01508,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,122.12,1401.7,No
CUST-01509,Male,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.32,3644.54,No
CUST-01510,Male,1,No,Yes,26,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.64,2102.03,No
CUST-01511,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.77,1957.79,No
CUST-01512,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,74.85,1209.65,Yes
CUST-01513,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.63,3986.7,No
CUST-01514,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.31,1050.11,No
CUST-01515,Female,1,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,75.69,5084.91,No
CUST-01516,Male,0,No,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71.29,4327.53,No
CUST-01517,Female,1,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.45,1914.65,No
CUST-01518,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.96,1788.42,No
CUST-01519,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.39,4980.21,Yes
CUST-01520,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.85,1992.66,Yes
CUST-01521,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,121.26,3891.97,Yes
CUST-01522,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.48,2212.74,No
CUST-01523,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.92,2300.48,No
CUST-01524,Female,1,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.72,1686.71,Yes
CUST-01525,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.91,3373.66,No
CUST-01526,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,45.08,776.17,Yes
CUST-01527,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,79.2,4439.49,No
CUST-01528,Female,1,Yes,No,21,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),118.75,2494.29,No
CUST-01529,Female,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.28,4407.31,No
CUST-01530,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),66.42,4092.34,No
CUST-01531,Female,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,93.9,4978.54,No
CUST-01532,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,46.44,3458.04,No
CUST-01533,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,116.21,4272.3,No
CUST-01534,Female,0,No,No,61,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.46,4285.13,No
CUST-01535,Male,0,No,Yes,40,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.03,3643.9,No
CUST-01536,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),30.87,151.17,No
CUST-01537,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,82.91,2655.14,No
CUST-01538,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.09,172.85,No
CUST-01539,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.96,3137.03,No
CUST-01540,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,88.29,906.63,Yes
CUST-01541,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,59.39,1462.62,No
CUST-01542,Female,0,No,Yes,63,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),55.56,3527.03,No
CUST-01543,Female,1,Yes,No,54,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,111.86,6130.89,Yes
CUST-01544,Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),21.25,561.7,Yes
CUST-01545,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,95.8,3573.98,No
CUST-01546,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),63.07,2636.01,No
CUST-01547,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),61.88,1654.34,No
CUST-01548,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),56.51,2992.98,No
CUST-01549,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.64,871.25,Yes
CUST-01550,Female,0,No,No,31,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,97.01,2997.4,No
CUST-01551,Female,0,Yes,Yes,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.24,945.22,No
CUST-01552,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),89.98,4438.2,No
CUST-01553,Male,1,No,No,47,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.25,930.07,No
CUST-01554,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),110.84,6591.64,No
CUST-01555,Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,88.42,2342.92,No
CUST-01556,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),41.28,699.03,Yes
CUST-01557,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),103.51,347.57,No
CUST-01558,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.67,5843.97,No
CUST-01559,Male,0,No,No,24,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),76.15,1804.69,No
CUST-01560,Male,0,No,No,55,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,44.57,2422.49,No
CUST-01561,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),46.23,1298.2,Yes
CUST-01562,Female,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,45.65,1107.09,No
CUST-01563,Female,1,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,125.0,2153.47,Yes
CUST-01564,Male,0,Yes,No,57,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.46,3521.89,No
CUST-01565,Male,0,No,Yes,21,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),104.99,2203.59,No
CUST-01566,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),107.55,2357.84,Yes
CUST-01567,Male,1,Yes,No,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,118.75,6133.15,No
CUST-01568,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),84.57,3155.64,No
CUST-01569,Male,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),44.83,2357.18,No
CUST-01570,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,58.19,424.7,Yes
CUST-01571,Female,0,No,No,70,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.03,3580.96,No
CUST-01572,Female,0,No,Yes,18,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.15,1644.51,Yes
CUST-01573,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),94.1,889.72,No
CUST-01574,Male,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.41,697.28,No
CUST-01575,Female,0,No,Yes,23,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,98.46,2296.2,Yes
CUST-01576,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),121.75,3772.24,Yes
CUST-01577,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),103.51,580.52,Yes
CUST-01578,Male,1,No,No,45,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,41.35,1927.95,No
CUST-01579,Female,0,Yes,No,45,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),49.92,2311.61,No
CUST-01580,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,125.0,6973.1,No
CUST-01581,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),57.06,161.92,Yes
CUST-01582,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),77.97,521.66,No
CUST-01583,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,56.49,853.48,No
CUST-01584,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),45.8,1406.75,No
CUST-01585,Male,0,No,No,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,94.99,4051.86,No
CUST-01586,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,109.08,1573.6,No
CUST-01587,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),66.85,1719.84,No
CUST-01588,Female,0,No,No,37,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),21.25,709.82,Yes
CUST-01589,Male,0,No,Yes,40,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,64.85,2717.21,No
CUST-01590,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.75,2930.19,Yes
CUST-01591,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.75,4000.65,No
CUST-01592,Female,1,No,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,65.08,3605.85,Yes
CUST-01593,Female,0,No,No,61,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,23.45,1360.82,No
CUST-01594,Female,1,Yes,No,70,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,49.0,3455.05,No
CUST-01595,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.18,1598.4,Yes
CUST-01596,Female,0,Yes,No,24,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,94.06,2268.7,No
CUST-01597,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,71.01,1490.35,Yes
CUST-01598,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,95.39,2468.1,No
CUST-01599,Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,59.71,2295.09,No
CUST-01600,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),65.08,2922.44,No
CUST-01601,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,59.13,422.04,No
CUST-01602,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,60.61,4392.93,No
CUST-01603,Male,0,No,No,4,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.28,379.18,Yes
CUST-01604,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,488.91,Yes
CUST-01605,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.82,2524.3,Yes
CUST-01606,Male,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.5,1519.85,No
CUST-01607,Female,1,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,76.66,1147.14,No
CUST-01608,Male,1,Yes,No,39,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),85.5,3311.96,No
CUST-01609,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,33.25,26.58,Yes
CUST-01610,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),93.96,5117.71,No
CUST-01611,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),78.01,3832.21,No
CUST-01612,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),86.0,4810.61,No
CUST-01613,Male,1,No,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),87.58,5162.8,No
CUST-01614,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.94,5031.31,No
